t,l,u,R,v,phi,x,y
6.34193e+11,1.66504,2.27483,7.55352e+07,2.68687,2.82122,-7.16918e+07,2.37877e+07
6.36586e+11,1.67133,2.27897,7.56107e+07,2.68926,2.82372,-7.18228e+07,2.36319e+07
6.38979e+11,1.67761,2.2831,7.56859e+07,2.69163,2.82621,-7.19529e+07,2.34761e+07
6.41373e+11,1.68389,2.28722,7.57606e+07,2.694,2.8287,-7.20822e+07,2.33201e+07
6.43766e+11,1.69018,2.29134,7.5835e+07,2.69636,2.83118,-7.22106e+07,2.31641e+07
6.46159e+11,1.69646,2.29545,7.59089e+07,2.69871,2.83365,-7.23381e+07,2.3008e+07
6.48552e+11,1.70274,2.29955,7.59825e+07,2.70106,2.83611,-7.24647e+07,2.28519e+07
6.50945e+11,1.70903,2.30364,7.60557e+07,2.7034,2.83857,-7.25905e+07,2.26956e+07
6.53338e+11,1.71531,2.30773,7.61286e+07,2.70573,2.84102,-7.27155e+07,2.25393e+07
6.55732e+11,1.72159,2.31182,7.6201e+07,2.70806,2.84346,-7.28395e+07,2.23829e+07
6.58125e+11,1.72788,2.31589,7.6273e+07,2.71038,2.8459,-7.29628e+07,2.22264e+07
6.60518e+11,1.73416,2.31996,7.63447e+07,2.71269,2.84833,-7.30851e+07,2.20698e+07
6.62911e+11,1.74044,2.32403,7.6416e+07,2.715,2.85075,-7.32067e+07,2.19132e+07
6.65304e+11,1.74673,2.32809,7.64869e+07,2.7173,2.85316,-7.33274e+07,2.17565e+07
6.67698e+11,1.75301,2.33214,7.65574e+07,2.71959,2.85557,-7.34472e+07,2.15997e+07
6.70091e+11,1.75929,2.33618,7.66276e+07,2.72188,2.85797,-7.35662e+07,2.14429e+07
6.72484e+11,1.76558,2.34022,7.66974e+07,2.72416,2.86037,-7.36844e+07,2.12859e+07
6.74877e+11,1.77186,2.34426,7.67668e+07,2.72644,2.86276,-7.38018e+07,2.1129e+07
6.7727e+11,1.77814,2.34828,7.68358e+07,2.7287,2.86514,-7.39183e+07,2.09719e+07
6.79663e+11,1.78442,2.35231,7.69044e+07,2.73097,2.86752,-7.4034e+07,2.08148e+07
6.82057e+11,1.79071,2.35632,7.69727e+07,2.73322,2.86989,-7.41489e+07,2.06576e+07
6.8445e+11,1.79699,2.36033,7.70406e+07,2.73548,2.87225,-7.4263e+07,2.05004e+07
6.86843e+11,1.80327,2.36434,7.71082e+07,2.73772,2.87461,-7.43763e+07,2.03431e+07
6.89236e+11,1.80956,2.36833,7.71753e+07,2.73996,2.87696,-7.44887e+07,2.01857e+07
6.91629e+11,1.81584,2.37233,7.72421e+07,2.74219,2.8793,-7.46003e+07,2.00283e+07
6.94023e+11,1.82212,2.37631,7.73085e+07,2.74442,2.88164,-7.47112e+07,1.98708e+07
6.96416e+11,1.82841,2.3803,7.73746e+07,2.74664,2.88398,-7.48212e+07,1.97133e+07
6.98809e+11,1.83469,2.38427,7.74403e+07,2.74886,2.8863,-7.49305e+07,1.95557e+07
7.01202e+11,1.84097,2.38824,7.75056e+07,2.75107,2.88862,-7.50389e+07,1.93981e+07
7.03595e+11,1.84726,2.39221,7.75706e+07,2.75328,2.89094,-7.51465e+07,1.92404e+07
7.05988e+11,1.85354,2.39617,7.76352e+07,2.75548,2.89325,-7.52534e+07,1.90826e+07
7.08382e+11,1.85982,2.40012,7.76994e+07,2.75767,2.89555,-7.53595e+07,1.89249e+07
7.10775e+11,1.86611,2.40407,7.77633e+07,2.75986,2.89785,-7.54648e+07,1.8767e+07
7.13168e+11,1.87239,2.40801,7.78268e+07,2.76204,2.90014,-7.55693e+07,1.86091e+07
7.15561e+11,1.87867,2.41195,7.789e+07,2.76422,2.90243,-7.5673e+07,1.84512e+07
7.17954e+11,1.88496,2.41589,7.79527e+07,2.76639,2.90471,-7.57759e+07,1.82932e+07
7.20348e+11,1.89124,2.41981,7.80152e+07,2.76856,2.90699,-7.58781e+07,1.81352e+07
7.22741e+11,1.89752,2.42374,7.80772e+07,2.77072,2.90926,-7.59795e+07,1.79771e+07
7.25134e+11,1.90381,2.42766,7.8139e+07,2.77288,2.91153,-7.60801e+07,1.7819e+07
7.27527e+11,1.91009,2.43157,7.82003e+07,2.77503,2.91379,-7.618e+07,1.76608e+07
7.2992e+11,1.91637,2.43548,7.82613e+07,2.77718,2.91604,-7.6279e+07,1.75027e+07
7.32313e+11,1.92265,2.43938,7.8322e+07,2.77933,2.91829,-7.63774e+07,1.73444e+07
7.34707e+11,1.92894,2.44328,7.83823e+07,2.78146,2.92054,-7.64749e+07,1.71861e+07
7.371e+11,1.93522,2.44717,7.84422e+07,2.7836,2.92278,-7.65717e+07,1.70278e+07
7.39493e+11,1.9415,2.45106,7.85018e+07,2.78572,2.92501,-7.66678e+07,1.68695e+07
7.41886e+11,1.94779,2.45495,7.8561e+07,2.78785,2.92724,-7.67631e+07,1.67111e+07
7.44279e+11,1.95407,2.45882,7.86199e+07,2.78997,2.92946,-7.68576e+07,1.65527e+07
7.46673e+11,1.96035,2.4627,7.86784e+07,2.79208,2.93168,-7.69514e+07,1.63942e+07
7.49066e+11,1.96664,2.46657,7.87366e+07,2.79419,2.9339,-7.70445e+07,1.62358e+07
7.51459e+11,1.97292,2.47043,7.87945e+07,2.79629,2.93611,-7.71368e+07,1.60773e+07
7.53852e+11,1.9792,2.4743,7.88519e+07,2.79839,2.93831,-7.72284e+07,1.59187e+07
7.56245e+11,1.98549,2.47815,7.89091e+07,2.80049,2.94052,-7.73192e+07,1.57601e+07
7.58638e+11,1.99177,2.482,7.89659e+07,2.80258,2.94271,-7.74093e+07,1.56015e+07
7.61032e+11,1.99805,2.48585,7.90223e+07,2.80467,2.9449,-7.74986e+07,1.54429e+07
7.63425e+11,2.00434,2.48969,7.90784e+07,2.80675,2.94709,-7.75873e+07,1.52843e+07
7.65818e+11,2.01062,2.49353,7.91341e+07,2.80883,2.94927,-7.76752e+07,1.51256e+07
7.68211e+11,2.0169,2.49737,7.91896e+07,2.8109,2.95145,-7.77623e+07,1.49669e+07
7.70604e+11,2.02319,2.5012,7.92446e+07,2.81297,2.95362,-7.78488e+07,1.48081e+07
7.72998e+11,2.02947,2.50502,7.92993e+07,2.81504,2.95579,-7.79345e+07,1.46494e+07
7.75391e+11,2.03575,2.50884,7.93537e+07,2.8171,2.95795,-7.80194e+07,1.44906e+07
7.77784e+11,2.04204,2.51266,7.94077e+07,2.81916,2.96011,-7.81037e+07,1.43318e+07
7.80177e+11,2.04832,2.51647,7.94614e+07,2.82121,2.96227,-7.81873e+07,1.4173e+07
7.8257e+11,2.0546,2.52028,7.95148e+07,2.82326,2.96442,-7.82701e+07,1.40142e+07
7.84963e+11,2.06088,2.52409,7.95678e+07,2.8253,2.96657,-7.83522e+07,1.38553e+07
7.87357e+11,2.06717,2.52789,7.96205e+07,2.82734,2.96871,-7.84336e+07,1.36964e+07
7.8975e+11,2.07345,2.53168,7.96728e+07,2.82938,2.97085,-7.85143e+07,1.35375e+07
7.92143e+11,2.07973,2.53548,7.97248e+07,2.83141,2.97298,-7.85943e+07,1.33786e+07
7.94536e+11,2.08602,2.53927,7.97765e+07,2.83344,2.97512,-7.86735e+07,1.32197e+07
7.96929e+11,2.0923,2.54305,7.98278e+07,2.83547,2.97724,-7.87521e+07,1.30608e+07
7.99323e+11,2.09858,2.54683,7.98788e+07,2.83749,2.97936,-7.883e+07,1.29018e+07
8.01716e+11,2.10487,2.55061,7.99294e+07,2.83951,2.98148,-7.89071e+07,1.27429e+07
8.04109e+11,2.11115,2.55438,7.99798e+07,2.84152,2.9836,-7.89836e+07,1.25839e+07
8.06502e+11,2.11743,2.55815,8.00297e+07,2.84353,2.98571,-7.90593e+07,1.24249e+07
8.08895e+11,2.12372,2.56192,8.00794e+07,2.84554,2.98782,-7.91344e+07,1.22659e+07
8.11288e+11,2.13,2.56568,8.01287e+07,2.84754,2.98992,-7.92088e+07,1.21069e+07
8.13682e+11,2.13628,2.56944,8.01777e+07,2.84954,2.99202,-7.92825e+07,1.19479e+07
8.16075e+11,2.14257,2.57319,8.02263e+07,2.85154,2.99411,-7.93554e+07,1.17889e+07
8.18468e+11,2.14885,2.57694,8.02746e+07,2.85353,2.99621,-7.94277e+07,1.16298e+07
8.20861e+11,2.15513,2.58069,8.03226e+07,2.85552,2.99829,-7.94993e+07,1.14708e+07
8.23254e+11,2.16142,2.58444,8.03703e+07,2.8575,3.00038,-7.95703e+07,1.13118e+07
8.25648e+11,2.1677,2.58818,8.04176e+07,2.85948,3.00246,-7.96405e+07,1.11527e+07
8.28041e+11,2.17398,2.59191,8.04646e+07,2.86146,3.00454,-7.97101e+07,1.09937e+07
8.30434e+11,2.18027,2.59565,8.05113e+07,2.86344,3.00661,-7.97789e+07,1.08346e+07
8.32827e+11,2.18655,2.59938,8.05576e+07,2.86541,3.00868,-7.98471e+07,1.06756e+07
8.3522e+11,2.19283,2.6031,8.06036e+07,2.86738,3.01075,-7.99146e+07,1.05165e+07
8.37613e+11,2.19911,2.60683,8.06493e+07,2.86934,3.01281,-7.99815e+07,1.03574e+07
8.40007e+11,2.2054,2.61055,8.06947e+07,2.87131,3.01487,-8.00476e+07,1.01984e+07
8.424e+11,2.21168,2.61426,8.07397e+07,2.87326,3.01693,-8.01131e+07,1.00393e+07
8.44793e+11,2.21796,2.61798,8.07844e+07,2.87522,3.01898,-8.01779e+07,9.88027e+06
8.47186e+11,2.22425,2.62169,8.08288e+07,2.87717,3.02103,-8.02421e+07,9.72122e+06
8.49579e+11,2.23053,2.62539,8.08728e+07,2.87912,3.02308,-8.03055e+07,9.56217e+06
8.51972e+11,2.23681,2.6291,8.09166e+07,2.88107,3.02512,-8.03683e+07,9.40312e+06
8.54366e+11,2.2431,2.6328,8.096e+07,2.88301,3.02716,-8.04305e+07,9.24408e+06
8.56759e+11,2.24938,2.63649,8.10031e+07,2.88495,3.0292,-8.0492e+07,9.08504e+06
8.59152e+11,2.25566,2.64019,8.10458e+07,2.88689,3.03123,-8.05528e+07,8.92601e+06
8.61545e+11,2.26195,2.64388,8.10882e+07,2.88882,3.03326,-8.06129e+07,8.76698e+06
8.63938e+11,2.26823,2.64757,8.11304e+07,2.89075,3.03529,-8.06724e+07,8.60796e+06
8.66332e+11,2.27451,2.65125,8.11722e+07,2.89268,3.03732,-8.07312e+07,8.44895e+06
8.68725e+11,2.2808,2.65494,8.12136e+07,2.89461,3.03934,-8.07894e+07,8.28995e+06
8.71118e+11,2.28708,2.65861,8.12548e+07,2.89653,3.04136,-8.08469e+07,8.13095e+06
8.73511e+11,2.29336,2.66229,8.12956e+07,2.89845,3.04337,-8.09038e+07,7.97197e+06
8.75904e+11,2.29965,2.66596,8.13361e+07,2.90037,3.04539,-8.096e+07,7.813e+06
8.78297e+11,2.30593,2.66963,8.13763e+07,2.90228,3.0474,-8.10156e+07,7.65403e+06
8.80691e+11,2.31221,2.6733,8.14162e+07,2.90419,3.0494,-8.10705e+07,7.49508e+06
8.83084e+11,2.3185,2.67697,8.14557e+07,2.9061,3.05141,-8.11247e+07,7.33615e+06
8.85477e+11,2.32478,2.68063,8.1495e+07,2.90801,3.05341,-8.11783e+07,7.17722e+06
8.8787e+11,2.33106,2.68429,8.15339e+07,2.90991,3.05541,-8.12313e+07,7.01831e+06
8.90263e+11,2.33734,2.68794,8.15725e+07,2.91181,3.0574,-8.12836e+07,6.85942e+06
8.92657e+11,2.34363,2.6916,8.16108e+07,2.91371,3.0594,-8.13352e+07,6.70054e+06
8.9505e+11,2.34991,2.69525,8.16487e+07,2.91561,3.06139,-8.13863e+07,6.54167e+06
8.97443e+11,2.35619,2.6989,8.16864e+07,2.9175,3.06337,-8.14366e+07,6.38282e+06
8.99836e+11,2.36248,2.70254,8.17237e+07,2.91939,3.06536,-8.14864e+07,6.22399e+06
9.02229e+11,2.36876,2.70618,8.17608e+07,2.92128,3.06734,-8.15355e+07,6.06518e+06
9.04622e+11,2.37504,2.70983,8.17975e+07,2.92316,3.06932,-8.15839e+07,5.90639e+06
9.07016e+11,2.38133,2.71346,8.18339e+07,2.92505,3.0713,-8.16318e+07,5.74761e+06
9.09409e+11,2.38761,2.7171,8.18699e+07,2.92693,3.07327,-8.16789e+07,5.58886e+06
9.11802e+11,2.39389,2.72073,8.19057e+07,2.92881,3.07525,-8.17255e+07,5.43013e+06
9.14195e+11,2.40018,2.72436,8.19411e+07,2.93068,3.07722,-8.17714e+07,5.27141e+06
9.16588e+11,2.40646,2.72799,8.19763e+07,2.93256,3.07918,-8.18167e+07,5.11272e+06
9.18982e+11,2.41274,2.73161,8.20111e+07,2.93443,3.08115,-8.18613e+07,4.95405e+06
9.21375e+11,2.41903,2.73524,8.20456e+07,2.9363,3.08311,-8.19054e+07,4.79541e+06
9.23768e+11,2.42531,2.73886,8.20798e+07,2.93816,3.08507,-8.19487e+07,4.63679e+06
9.26161e+11,2.43159,2.74248,8.21137e+07,2.94003,3.08703,-8.19915e+07,4.47819e+06
9.28554e+11,2.43788,2.74609,8.21473e+07,2.94189,3.08898,-8.20336e+07,4.31962e+06
9.30947e+11,2.44416,2.74971,8.21806e+07,2.94375,3.09094,-8.20751e+07,4.16107e+06
9.33341e+11,2.45044,2.75332,8.22135e+07,2.94561,3.09289,-8.2116e+07,4.00255e+06
9.35734e+11,2.45673,2.75693,8.22462e+07,2.94746,3.09484,-8.21563e+07,3.84406e+06
9.38127e+11,2.46301,2.76053,8.22785e+07,2.94932,3.09678,-8.21959e+07,3.6856e+06
9.4052e+11,2.46929,2.76414,8.23105e+07,2.95117,3.09873,-8.22349e+07,3.52716e+06
9.42913e+11,2.47558,2.76774,8.23422e+07,2.95302,3.10067,-8.22733e+07,3.36875e+06
9.45307e+11,2.48186,2.77134,8.23737e+07,2.95487,3.10261,-8.23111e+07,3.21037e+06
9.477e+11,2.48814,2.77494,8.24048e+07,2.95671,3.10455,-8.23482e+07,3.05202e+06
9.50093e+11,2.49442,2.77853,8.24356e+07,2.95856,3.10648,-8.23847e+07,2.8937e+06
9.52486e+11,2.50071,2.78213,8.2466e+07,2.9604,3.10842,-8.24207e+07,2.73542e+06
9.54879e+11,2.50699,2.78572,8.24962e+07,2.96224,3.11035,-8.2456e+07,2.57716e+06
9.57272e+11,2.51327,2.78931,8.25261e+07,2.96407,3.11228,-8.24906e+07,2.41894e+06
9.59666e+11,2.51956,2.7929,8.25557e+07,2.96591,3.1142,-8.25247e+07,2.26075e+06
9.62059e+11,2.52584,2.79648,8.25849e+07,2.96774,3.11613,-8.25581e+07,2.10259e+06
9.64452e+11,2.53212,2.80007,8.26139e+07,2.96957,3.11805,-8.2591e+07,1.94447e+06
9.66845e+11,2.53841,2.80365,8.26425e+07,2.9714,3.11998,-8.26232e+07,1.78638e+06
9.69238e+11,2.54469,2.80723,8.26708e+07,2.97323,3.12189,-8.26548e+07,1.62833e+06
9.71632e+11,2.55097,2.8108,8.26989e+07,2.97506,3.12381,-8.26858e+07,1.47032e+06
9.74025e+11,2.55726,2.81438,8.27266e+07,2.97688,3.12573,-8.27162e+07,1.31234e+06
9.76418e+11,2.56354,2.81795,8.2754e+07,2.97871,3.12764,-8.2746e+07,1.1544e+06
9.78811e+11,2.56982,2.82153,8.27811e+07,2.98053,3.12955,-8.27752e+07,996492
9.81204e+11,2.57611,2.8251,8.2808e+07,2.98235,3.13147,-8.28037e+07,838626
9.83597e+11,2.58239,2.82867,8.28345e+07,2.98417,3.13337,-8.28317e+07,680800
9.85991e+11,2.58867,2.83223,8.28607e+07,2.98598,3.13528,-8.2859e+07,523013
9.88384e+11,2.59496,2.8358,8.28866e+07,2.9878,3.13719,-8.28858e+07,365266
9.90777e+11,2.60124,2.83936,8.29122e+07,2.98961,3.13909,-8.29119e+07,207560
9.9317e+11,2.60752,2.84292,8.29375e+07,2.99142,3.14099,-8.29375e+07,49895.4
9.95563e+11,2.61381,2.84648,8.29625e+07,2.99323,3.14289,-8.29624e+07,-107727
9.97957e+11,2.62009,2.85004,8.29872e+07,2.99504,3.14479,-8.29867e+07,-265308
1.00035e+12,2.62637,2.8536,8.30116e+07,2.99684,3.14669,-8.30105e+07,-422845
1.00274e+12,2.63265,2.85715,8.30356e+07,2.99865,3.14858,-8.30336e+07,-580338
1.00514e+12,2.63894,2.8607,8.30594e+07,3.00045,3.15048,-8.30562e+07,-737787
1.00753e+12,2.64522,2.86426,8.30829e+07,3.00225,3.15237,-8.30781e+07,-895192
1.00992e+12,2.6515,2.86781,8.31061e+07,3.00406,3.15426,-8.30994e+07,-1.05255e+06
1.01232e+12,2.65779,2.87136,8.3129e+07,3.00585,3.15615,-8.31202e+07,-1.20986e+06
1.01471e+12,2.66407,2.8749,8.31516e+07,3.00765,3.15803,-8.31403e+07,-1.36713e+06
1.0171e+12,2.67035,2.87845,8.31738e+07,3.00945,3.15992,-8.31599e+07,-1.52435e+06
1.0195e+12,2.67664,2.88199,8.31958e+07,3.01124,3.16181,-8.31788e+07,-1.68152e+06
1.02189e+12,2.68292,2.88554,8.32175e+07,3.01304,3.16369,-8.31972e+07,-1.83865e+06
1.02428e+12,2.6892,2.88908,8.32389e+07,3.01483,3.16557,-8.3215e+07,-1.99572e+06
1.02667e+12,2.69549,2.89262,8.326e+07,3.01662,3.16745,-8.32321e+07,-2.15275e+06
1.02907e+12,2.70177,2.89615,8.32807e+07,3.01841,3.16933,-8.32487e+07,-2.30972e+06
1.03146e+12,2.70805,2.89969,8.33012e+07,3.0202,3.17121,-8.32647e+07,-2.46665e+06
1.03385e+12,2.71434,2.90323,8.33214e+07,3.02199,3.17308,-8.32801e+07,-2.62352e+06
1.03625e+12,2.72062,2.90676,8.33413e+07,3.02377,3.17496,-8.32949e+07,-2.78034e+06
1.03864e+12,2.7269,2.9103,8.33609e+07,3.02556,3.17683,-8.33091e+07,-2.93711e+06
1.04103e+12,2.73319,2.91383,8.33802e+07,3.02734,3.17871,-8.33227e+07,-3.09383e+06
1.04343e+12,2.73947,2.91736,8.33991e+07,3.02912,3.18058,-8.33358e+07,-3.25049e+06
1.04582e+12,2.74575,2.92089,8.34178e+07,3.0309,3.18245,-8.33482e+07,-3.4071e+06
1.04821e+12,2.75204,2.92441,8.34362e+07,3.03268,3.18432,-8.33601e+07,-3.56366e+06
1.05061e+12,2.75832,2.92794,8.34543e+07,3.03446,3.18618,-8.33714e+07,-3.72016e+06
1.053e+12,2.7646,2.93147,8.34721e+07,3.03624,3.18805,-8.3382e+07,-3.87661e+06
1.05539e+12,2.77088,2.93499,8.34896e+07,3.03802,3.18992,-8.33921e+07,-4.03299e+06
1.05779e+12,2.77717,2.93852,8.35068e+07,3.03979,3.19178,-8.34017e+07,-4.18933e+06
1.06018e+12,2.78345,2.94204,8.35237e+07,3.04157,3.19364,-8.34106e+07,-4.3456e+06
1.06257e+12,2.78973,2.94556,8.35403e+07,3.04334,3.19551,-8.34189e+07,-4.50182e+06
1.06497e+12,2.79602,2.94908,8.35566e+07,3.04511,3.19737,-8.34267e+07,-4.65798e+06
1.06736e+12,2.8023,2.9526,8.35726e+07,3.04688,3.19923,-8.34339e+07,-4.81408e+06
1.06975e+12,2.80858,2.95612,8.35884e+07,3.04865,3.20109,-8.34405e+07,-4.97012e+06
1.07215e+12,2.81487,2.95963,8.36038e+07,3.05042,3.20295,-8.34465e+07,-5.1261e+06
1.07454e+12,2.82115,2.96315,8.36189e+07,3.05219,3.2048,-8.34519e+07,-5.28202e+06
1.07693e+12,2.82743,2.96666,8.36337e+07,3.05396,3.20666,-8.34568e+07,-5.43788e+06
1.07932e+12,2.83372,2.97018,8.36483e+07,3.05573,3.20851,-8.3461e+07,-5.59367e+06
1.08172e+12,2.84,2.97369,8.36625e+07,3.05749,3.21037,-8.34647e+07,-5.74941e+06
1.08411e+12,2.84628,2.9772,8.36764e+07,3.05926,3.21222,-8.34678e+07,-5.90508e+06
1.0865e+12,2.85257,2.98071,8.36901e+07,3.06102,3.21407,-8.34703e+07,-6.06069e+06
1.0889e+12,2.85885,2.98422,8.37034e+07,3.06279,3.21593,-8.34723e+07,-6.21623e+06
1.09129e+12,2.86513,2.98773,8.37165e+07,3.06455,3.21778,-8.34737e+07,-6.37171e+06
1.09368e+12,2.87142,2.99124,8.37292e+07,3.06631,3.21963,-8.34745e+07,-6.52713e+06
1.09608e+12,2.8777,2.99475,8.37417e+07,3.06807,3.22148,-8.34747e+07,-6.68248e+06
1.09847e+12,2.88398,2.99826,8.37539e+07,3.06983,3.22332,-8.34743e+07,-6.83776e+06
1.10086e+12,2.89027,3.00176,8.37658e+07,3.07159,3.22517,-8.34734e+07,-6.99297e+06
1.10326e+12,2.89655,3.00527,8.37773e+07,3.07335,3.22702,-8.34718e+07,-7.14812e+06
1.10565e+12,2.90283,3.00877,8.37886e+07,3.07511,3.22887,-8.34697e+07,-7.3032e+06
1.10804e+12,2.90911,3.01228,8.37996e+07,3.07687,3.23071,-8.34671e+07,-7.45822e+06
1.11044e+12,2.9154,3.01578,8.38103e+07,3.07862,3.23256,-8.34638e+07,-7.61316e+06
1.11283e+12,2.92168,3.01928,8.38207e+07,3.08038,3.2344,-8.346e+07,-7.76804e+06
1.11522e+12,2.92796,3.02279,8.38308e+07,3.08214,3.23624,-8.34556e+07,-7.92284e+06
1.11762e+12,2.93425,3.02629,8.38406e+07,3.08389,3.23809,-8.34506e+07,-8.07757e+06
1.12001e+12,2.94053,3.02979,8.38502e+07,3.08565,3.23993,-8.34451e+07,-8.23224e+06
1.1224e+12,2.94681,3.03329,8.38594e+07,3.0874,3.24177,-8.34389e+07,-8.38683e+06
1.1248e+12,2.9531,3.03679,8.38683e+07,3.08915,3.24361,-8.34322e+07,-8.54135e+06
1.12719e+12,2.95938,3.04029,8.3877e+07,3.09091,3.24545,-8.3425e+07,-8.69579e+06
1.12958e+12,2.96566,3.04378,8.38853e+07,3.09266,3.24729,-8.34171e+07,-8.85016e+06
1.13197e+12,2.97195,3.04728,8.38933e+07,3.09441,3.24913,-8.34087e+07,-9.00446e+06
1.13437e+12,2.97823,3.05078,8.39011e+07,3.09616,3.25097,-8.33997e+07,-9.15868e+06
1.13676e+12,2.98451,3.05428,8.39086e+07,3.09791,3.25281,-8.33902e+07,-9.31283e+06
1.13915e+12,2.9908,3.05777,8.39157e+07,3.09966,3.25465,-8.338e+07,-9.46691e+06
1.14155e+12,2.99708,3.06127,8.39226e+07,3.10141,3.25649,-8.33693e+07,-9.6209e+06
1.14394e+12,3.00336,3.06476,8.39292e+07,3.10316,3.25832,-8.3358e+07,-9.77482e+06
1.14633e+12,3.00965,3.06826,8.39355e+07,3.10491,3.26016,-8.33462e+07,-9.92867e+06
1.14873e+12,3.01593,3.07175,8.39415e+07,3.10666,3.262,-8.33338e+07,-1.00824e+07
1.15112e+12,3.02221,3.07525,8.39472e+07,3.10841,3.26383,-8.33208e+07,-1.02361e+07
1.15351e+12,3.0285,3.07874,8.39526e+07,3.11016,3.26567,-8.33072e+07,-1.03897e+07
1.15591e+12,3.03478,3.08224,8.39577e+07,3.11191,3.2675,-8.32931e+07,-1.05433e+07
1.1583e+12,3.04106,3.08573,8.39626e+07,3.11366,3.26934,-8.32784e+07,-1.06967e+07
1.16069e+12,3.04734,3.08922,8.39671e+07,3.1154,3.27117,-8.32631e+07,-1.08501e+07
1.16309e+12,3.05363,3.09271,8.39713e+07,3.11715,3.27301,-8.32473e+07,-1.10034e+07
1.16548e+12,3.05991,3.09621,8.39753e+07,3.1189,3.27484,-8.32309e+07,-1.11566e+07
1.16787e+12,3.06619,3.0997,8.39789e+07,3.12064,3.27668,-8.32139e+07,-1.13097e+07
1.17027e+12,3.07248,3.10319,8.39823e+07,3.12239,3.27851,-8.31964e+07,-1.14627e+07
1.17266e+12,3.07876,3.10668,8.39854e+07,3.12414,3.28034,-8.31782e+07,-1.16157e+07
1.17505e+12,3.08504,3.11017,8.39882e+07,3.12588,3.28218,-8.31596e+07,-1.17685e+07
1.17745e+12,3.09133,3.11367,8.39906e+07,3.12763,3.28401,-8.31403e+07,-1.19213e+07
1.17984e+12,3.09761,3.11716,8.39928e+07,3.12937,3.28584,-8.31205e+07,-1.2074e+07
1.18223e+12,3.10389,3.12065,8.39947e+07,3.13112,3.28768,-8.31001e+07,-1.22266e+07
1.18462e+12,3.11018,3.12414,8.39963e+07,3.13287,3.28951,-8.30791e+07,-1.23792e+07
1.18702e+12,3.11646,3.12763,8.39977e+07,3.13461,3.29134,-8.30576e+07,-1.25316e+07
1.18941e+12,3.12274,3.13112,8.39987e+07,3.13636,3.29317,-8.30355e+07,-1.2684e+07
1.1918e+12,3.12903,3.13461,8.39994e+07,3.1381,3.29501,-8.30128e+07,-1.28362e+07
1.1942e+12,3.13531,3.1381,8.39999e+07,3.13985,3.29684,-8.29896e+07,-1.29884e+07
1.19659e+12,3.14159,3.14159,8.4e+07,3.14159,3.29867,-8.29658e+07,-1.31405e+07
1.19898e+12,3.14788,3.14508,8.39999e+07,3.14334,3.3005,-8.29415e+07,-1.32925e+07
1.20138e+12,3.15416,3.14857,8.39994e+07,3.14508,3.30234,-8.29165e+07,-1.34444e+07
1.20377e+12,3.16044,3.15206,8.39987e+07,3.14683,3.30417,-8.2891e+07,-1.35962e+07
1.20616e+12,3.16673,3.15556,8.39977e+07,3.14857,3.306,-8.2865e+07,-1.37479e+07
1.20856e+12,3.17301,3.15905,8.39963e+07,3.15032,3.30784,-8.28383e+07,-1.38996e+07
1.21095e+12,3.17929,3.16254,8.39947e+07,3.15207,3.30967,-8.28111e+07,-1.40511e+07
1.21334e+12,3.18557,3.16603,8.39928e+07,3.15381,3.3115,-8.27834e+07,-1.42026e+07
1.21574e+12,3.19186,3.16952,8.39906e+07,3.15556,3.31333,-8.2755e+07,-1.43539e+07
1.21813e+12,3.19814,3.17301,8.39882e+07,3.1573,3.31517,-8.27261e+07,-1.45052e+07
1.22052e+12,3.20442,3.1765,8.39854e+07,3.15905,3.317,-8.26966e+07,-1.46563e+07
1.22292e+12,3.21071,3.17999,8.39823e+07,3.1608,3.31883,-8.26666e+07,-1.48074e+07
1.22531e+12,3.21699,3.18349,8.39789e+07,3.16254,3.32067,-8.2636e+07,-1.49584e+07
1.2277e+12,3.22327,3.18698,8.39753e+07,3.16429,3.3225,-8.26048e+07,-1.51092e+07
1.2301e+12,3.22956,3.19047,8.39713e+07,3.16604,3.32434,-8.25731e+07,-1.526e+07
1.23249e+12,3.23584,3.19396,8.39671e+07,3.16778,3.32617,-8.25408e+07,-1.54107e+07
1.23488e+12,3.24212,3.19746,8.39626e+07,3.16953,3.32801,-8.25079e+07,-1.55613e+07
1.23727e+12,3.24841,3.20095,8.39577e+07,3.17128,3.32984,-8.24745e+07,-1.57118e+07
1.23967e+12,3.25469,3.20444,8.39526e+07,3.17303,3.33168,-8.24405e+07,-1.58621e+07
1.24206e+12,3.26097,3.20794,8.39472e+07,3.17477,3.33351,-8.24059e+07,-1.60124e+07
1.24445e+12,3.26726,3.21143,8.39415e+07,3.17652,3.33535,-8.23708e+07,-1.61626e+07
1.24685e+12,3.27354,3.21493,8.39355e+07,3.17827,3.33719,-8.23351e+07,-1.63127e+07
1.24924e+12,3.27982,3.21842,8.39292e+07,3.18002,3.33902,-8.22988e+07,-1.64626e+07
1.25163e+12,3.28611,3.22192,8.39226e+07,3.18177,3.34086,-8.2262e+07,-1.66125e+07
1.25403e+12,3.29239,3.22541,8.39157e+07,3.18352,3.3427,-8.22246e+07,-1.67623e+07
1.25642e+12,3.29867,3.22891,8.39086e+07,3.18527,3.34453,-8.21866e+07,-1.69119e+07
1.25881e+12,3.30496,3.23241,8.39011e+07,3.18702,3.34637,-8.2148e+07,-1.70615e+07
1.26121e+12,3.31124,3.2359,8.38933e+07,3.18877,3.34821,-8.21089e+07,-1.7211e+07
